"1","2018-03-27 00:00:24","S01-2970486-3134650","1803191GMJ","20180320","2018-03-26T22:52:12+00:00","Shipped","Amazon","Non-Amazon","amazon.com/dp/B07B1235MH","Standard","Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink","Majide-Juul-Pink","B07B1235MH","Unshipped","2",NULL,NULL,NULL,NULL,NULL,"Sacramento","CA","95811","US",NULL,NULL,NULL,NULL
"2","2018-03-27 00:00:25","S01-8607694-9038860","47b6fd09-7397-47eb-bdc3-0830ba3f1127","20180315","2018-03-16T00:18:19+00:00","Shipped","Amazon","Non-Amazon","amazon.com/dp/B07B1KTYV3","Standard","Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Red","Majide-Juul-Red","B07B1KTYV3","Shipped","1",NULL,NULL,NULL,NULL,NULL,"SPARKS","NV","89441-5810","US",NULL,NULL,NULL,NULL
"3","2018-03-27 00:00:25","S01-5091642-1332417","d2da8f6c-4cf0-49f6-9b2a-b3b5caca7047","20180315","2018-03-16T22:16:11+00:00","Shipped","Amazon","Non-Amazon","amazon.com/dp/B07B173SNB","Standard","Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Grey","Majide-Juul-Grey","B07B173SNB","Shipped","1",NULL,NULL,NULL,NULL,NULL,"MOBILE","AL","36608-2256","US",NULL,NULL,NULL,NULL
"4","2018-03-27 00:00:25","S01-3120942-4088438","0bd8152d-071c-40fd-9df1-4d7ec7b48af3","20180315","2018-03-16T20:27:49+00:00","Shipped","Amazon","Non-Amazon","amazon.com/dp/B07B1235MH","Standard","Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink","Majide-Juul-Pink","B07B1235MH","Shipped","1",NULL,NULL,NULL,NULL,NULL,"EDMOND","OK","73034-9537","US",NULL,NULL,NULL,NULL
"5","2018-03-27 00:00:25","S01-6339563-0155669","6bf329ca-360a-473c-b20d-6203cc12ba36","20180308","2018-03-09T10:07:51+00:00","Shipped","Amazon","Non-Amazon","amazon.com/dp/B07B1L7YSW","Standard","Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Blue","Majide-Juul-Blue","B07B1L7YSW","Shipped","1",NULL,NULL,NULL,NULL,NULL,"LITTLE ELM","TX","75068-6031","US",NULL,NULL,NULL,NULL
"6","2018-03-27 00:00:25","S01-7160722-6825225","f365140a-3b89-4c1f-95a1-0459627e1590","20180308","2018-03-09T03:30:52+00:00","Shipped","Amazon","Non-Amazon","amazon.com/dp/B07B1235MH","Standard","Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink","Majide-Juul-Pink","B07B1235MH","Shipped","1",NULL,NULL,NULL,NULL,NULL,"SANTA FE","NM","87507-2767","US",NULL,NULL,NULL,NULL
"7","2018-03-27 00:00:25","114-5004502-2069829","114-5004502-2069829","20180326","2018-03-26T01:28:56+00:00","Pending","Amazon","Amazon.com","amazon.com/dp/B07B1235MH","SecondDay","Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink","Majide-Juul-Pink","B07B1235MH","Unshipped","1","USD","9.99",NULL,NULL,NULL,"LEWISTOWN","PA","17044-8027","US",NULL,NULL,NULL,NULL
"8","2018-03-27 00:00:25","111-8110214-2985025","111-8110214-2985025","20180326","2018-03-26T20:09:04+00:00","Shipped","Amazon","Amazon.com","amazon.com/dp/B07B1235MH","SecondDay","Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink","Majide-Juul-Pink","B07B1235MH","Shipped","1","USD","9.99",NULL,NULL,NULL,"WORCESTER","MA","01604","US",NULL,NULL,NULL,NULL
"9","2018-03-27 00:00:26","112-5228824-6076204","112-5228824-6076204","20180325","2018-03-26T21:06:25+00:00","Shipped","Amazon","Amazon.com","amazon.com/dp/B07B1235MH","SecondDay","Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink","Majide-Juul-Pink","B07B1235MH","Shipped","1","USD","9.99",NULL,NULL,NULL,"STATEN ISLAND","NY","10310-1555","US",NULL,NULL,NULL,NULL
"10","2018-03-27 00:00:26","112-4768887-8405844","112-4768887-8405844","20180325","2018-03-25T22:18:55+00:00","Pending","Amazon","Amazon.com","amazon.com/dp/B07B1235MH","SecondDay","Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink","Majide-Juul-Pink","B07B1235MH","Unshipped","1","USD","9.99",NULL,NULL,NULL,"IRVINE","CA","92620-3611","US",NULL,NULL,NULL,NULL
"11","2018-03-27 00:00:26","113-2831567-3388267","113-2831567-3388267","20180325","2018-03-25T20:04:51+00:00","Pending","Amazon","Amazon.com","amazon.com/dp/B07B1235MH","Standard","Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink","Majide-Juul-Pink","B07B1235MH","Unshipped","1","USD","9.99",NULL,NULL,NULL,"OTTAWA","KS","66067-3145","US",NULL,NULL,NULL,NULL
"12","2018-03-27 00:00:26","112-9925743-2594651","112-9925743-2594651","20180325","2018-03-26T10:23:58+00:00","Shipped","Amazon","Amazon.com","amazon.com/dp/B07B1235MH","SecondDay","Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink","Majide-Juul-Pink","B07B1235MH","Shipped","1","USD","9.99",NULL,NULL,NULL,"LONG BEACH","CA","90802-2045","US",NULL,NULL,NULL,NULL
